frame,time,Gastrocnemius Medialis,Tibialis Anterior,Soleus,Vastus Medialis,Vastus Lateralis,Rectus Femoris,Biceps Femoris,Semitendinosus,Gracilis,Gluteus Medius,External Oblique
204.0,11.1273,0.00591205,0.526682,0.0,0.0,0.0,0.0,0.0745587,0.177106,0.380535,0.0266315,0.152072
205.0,11.1606,0.0736038,0.510927,0.0,0.0,0.0,0.0,0.105307,0.367567,0.39065,0.0598384,0.110215
206.0,11.194,0.0628282,0.264507,0.0,0.0,0.0,0.0,0.22081,0.397459,0.212995,0.0971055,0.0622211
207.0,11.2273,0.0438526,0.0674331,0.0,0.0,0.0,0.0,0.355174,0.366732,0.0552573,0.141569,0.0
208.0,11.2606,0.0,0.977873,0.0,0.0322901,0.116407,0.0,0.287375,0.144983,0.0,0.10536,0.0
209.0,11.294,0.0,0.961687,0.0,0.132616,0.40813,0.00906682,0.0128173,0.0109739,0.0,0.0567513,0.0
210.0,11.3273,0.0,0.359452,0.0,0.0,0.031737,0.000246026,0.000178274,0.0111947,0.0,0.0,0.198102
211.0,11.3606,0.0,0.286438,0.0,0.0,0.0,0.0,0.0,0.0951392,0.0449407,0.0111866,0.197215
212.0,11.394,0.0254801,0.256591,0.0,0.0,0.0,0.0,0.0419663,0.106066,0.0467641,0.0,0.176404
213.0,11.4273,0.0,0.628782,0.0,0.0,0.0415686,0.0,0.140725,0.144604,0.0,0.205959,0.0555493
214.0,11.4606,0.0,0.385524,0.0,0.0,0.0115937,0.00613751,0.045156,0.154908,0.0,0.338295,0.0
215.0,11.494,0.0,0.552732,0.0,0.0,0.0,0.0230084,0.0,0.173457,0.0579024,0.345025,0.0
216.0,11.5273,0.0,0.293238,0.0147712,0.0596572,0.199642,0.172234,0.0,0.0686333,0.0,0.452473,0.0985953
217.0,11.5606,0.0,0.195661,0.0239811,0.0490692,0.171129,0.290444,0.0,0.0400149,0.0,0.579199,0.0352498
